 0.1271707E+03 0.1229717E+03 0.1188808E+03 0.1148962E+03 0.1110155E+03
 0.1072370E+03 0.1035586E+03 0.9997833E+02 0.9649428E+02 0.9310455E+02
 0.8980730E+02 0.8660068E+02 0.8348284E+02 0.8045206E+02 0.7750652E+02
 0.7464449E+02 0.7186423E+02 0.6916409E+02 0.6654239E+02 0.6399753E+02
 0.6152780E+02 0.5913168E+02 0.5680751E+02 0.5455384E+02 0.5236907E+02
 0.5025175E+02 0.4820032E+02 0.4621334E+02 0.4428936E+02 0.4242699E+02
 0.4062478E+02 0.3888138E+02 0.3719540E+02 0.3556552E+02 0.3399036E+02
 0.3246869E+02 0.3099916E+02 0.2958051E+02 0.2821150E+02 0.2689092E+02
 0.2561752E+02 0.2439012E+02 0.2320755E+02 0.2206864E+02 0.2097226E+02
 0.1991726E+02 0.1890257E+02 0.1792707E+02 0.1698971E+02 0.1608944E+02
 0.1522521E+02 0.1439600E+02 0.1360082E+02 0.1283869E+02 0.1210863E+02
 0.1140969E+02 0.1074095E+02 0.1010150E+02 0.9490417E+01 0.8906840E+01
 0.8349901E+01 0.7818752E+01 0.7312563E+01 0.6830527E+01 0.6371841E+01
 0.5935730E+01 0.5521434E+01 0.5128206E+01 0.4755322E+01 0.4402071E+01
 0.4067753E+01 0.3751700E+01 0.3453250E+01 0.3171758E+01 0.2906599E+01
 0.2657165E+01 0.2422861E+01 0.2203114E+01 0.1997362E+01 0.1805062E+01
 0.1625688E+01 0.1458727E+01 0.1303686E+01 0.1160084E+01 0.1027457E+01
 0.9053569E+00 0.7933484E+00 0.6910130E+00 0.5979450E+00 0.5137534E+00
 0.4380606E+00 0.3704988E+00 0.3107209E+00 0.2583847E+00 0.2131609E+00
 0.1747311E+00 0.1427874E+00 0.1170327E+00 0.1095700E+00 0.1095700E+00
 0.1095700E+00 0.3227358E-01 0.1624407E-01 0.5770213E-02 0.6323763E-03
 0.4406691E-03 0.5555920E-02 0.1523500E-01 0.2948043E-01 0.4811374E-01
 0.7096177E-01 0.9785745E-01 0.1286343E+00 0.1631357E+00 0.2012067E+00
 0.2426945E+00 0.2874537E+00 0.3353412E+00 0.3862193E+00 0.4399524E+00
 0.4964129E+00 0.5554696E+00 0.6170018E+00 0.6808900E+00 0.7470151E+00
 0.8152637E+00 0.8855308E+00 0.9577037E+00 0.1031683E+01 0.1107368E+01
 0.1184658E+01 0.1263463E+01 0.1343690E+01 0.1425249E+01 0.1508052E+01
 0.1592020E+01 0.1677068E+01 0.1763121E+01 0.1850099E+01 0.1937930E+01
 0.2026546E+01 0.2115872E+01 0.2205848E+01 0.2296402E+01 0.2387477E+01
 0.2479010E+01 0.2570942E+01 0.2663220E+01 0.2755787E+01 0.2848587E+01
 0.2941575E+01 0.3034697E+01 0.3127909E+01 0.3221162E+01 0.3314415E+01
 0.3407623E+01 0.3500746E+01 0.3593742E+01 0.3686577E+01 0.3779212E+01
 0.3871611E+01 0.3963741E+01 0.4055571E+01 0.4147068E+01 0.4238200E+01
 0.4328940E+01 0.4419262E+01 0.4509138E+01 0.4598540E+01 0.4687449E+01
 0.4775836E+01 0.4863683E+01 0.4950967E+01 0.5037668E+01 0.5123766E+01
 0.5209244E+01 0.5294084E+01 0.5378267E+01 0.5461781E+01 0.5544608E+01
 0.5626735E+01 0.5708148E+01 0.5788835E+01 0.5868784E+01 0.5947984E+01
 0.6026423E+01 0.6104093E+01 0.6180984E+01 0.6257085E+01 0.6332392E+01
 0.6406895E+01 0.6480588E+01 0.6553463E+01 0.6625518E+01 0.6696744E+01
 0.6767138E+01 0.6836696E+01 0.6905413E+01 0.6973287E+01 0.7040313E+01
 0.7106491E+01 0.7171817E+01 0.7236290E+01 0.7299910E+01 0.7362673E+01
 0.7424582E+01 0.7485634E+01 0.7545831E+01 0.7605173E+01 0.7663661E+01
 0.7721294E+01 0.7778076E+01 0.7834007E+01 0.7889090E+01 0.7943327E+01
 0.7996719E+01 0.8049271E+01 0.8100984E+01 0.8151862E+01 0.8201908E+01
 0.8251125E+01 0.8299519E+01 0.8347091E+01 0.8393847E+01 0.8439790E+01
 0.8484924E+01 0.8529257E+01 0.8572790E+01 0.8615530E+01 0.8657481E+01
 0.8698648E+01 0.8739038E+01 0.8778654E+01 0.8817503E+01 0.8855590E+01
 0.8892921E+01 0.8929502E+01 0.8965339E+01 0.9000437E+01 0.9034803E+01
 0.9068444E+01 0.9101363E+01 0.9133570E+01 0.9165070E+01 0.9195867E+01
 0.9225971E+01 0.9255386E+01 0.9284122E+01 0.9312181E+01 0.9339572E+01
 0.9366302E+01 0.9392377E+01 0.9417804E+01 0.9442590E+01 0.9466740E+01
 0.9490263E+01
